ID;Tweet;Keluhan;Respon;Bukan Keluhan/Respon;Kategori;Topik Umum; Topik Spesifik;Lokasi;Waktu 
6,79121E+17;RT @pdkebersihanbdg: Petugas membersihkan tumpukan smpah di Jl. Tamansari, mari disiplin dgn menjga lingkungan tetap bersih @ridwankamil ht…;;r;;r;Pengelolaan Sampah;sampah menumpuk;Jalan Taman sari ;-
6,79121E+17;RT @pdkebersihanbdg: Petugas membersihkan tumpukan smpah di Jl. Tamansari, mari disiplin dgn menjga lingkungan tetap bersih @ridwankamil ht…;;r;;r;Pengelolaan Sampah;sampah menumpuk;Jalan Taman sari ;-
6,79136E+17;@ridwankamil pak orang stress ini meresahkan suka lempar benda ke jalan lokasi:pasteur sebrang hotel aston @infobdg https://t.co/IdBqdpFrhK;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";gangguan ketertiban umum;Pasteur sebrang Hotel Aston ;-
6,79137E+17;Guntoro : Pembangunan Fly Over di Bandung Ditarget 2016 https://t.co/CSW7XCcYf5 @infobdg @infobandung @ridwankamil @dbmpkotabdg @aheryawan;;;l;l;Bukan Keluhan;-;-;-
6,79138E+17;@infobdg @ridwankamil pak mhn tndkan'y ats prkir liar d jl pasirkaliki ada petugas brjaga pun tdk d tndak lnjuti https://t.co/loLzvSZ3lg;k;;;k;Perhubungan;parkir sembarangan;Jalan Pasirkaliki;-
6,7914E+17;#suaraBDG via @RikyThemest : parkir liar di jl pasirkaliki ada petugas brjaga pun tdk d tndak lnjuti cc @ridwankamil https://t.co/1nfgTCIChc;k;;;k;Perhubungan;parkir sembarangan;Jalan Pasirkaliki;-
6,7914E+17;RT @infobdg: #suaraBDG via @RikyThemest : parkir liar di jl pasirkaliki ada petugas brjaga pun tdk d tndak lnjuti cc @ridwankamil https://t…;k;;;k;Perhubungan;parkir sembarangan;Jalan Pasirkaliki;-
6,7914E+17;RT @infobdg: #suaraBDG via @RikyThemest : parkir liar di jl pasirkaliki ada petugas brjaga pun tdk d tndak lnjuti cc @ridwankamil https://t…;k;;;k;Perhubungan;parkir sembarangan;Jalan Pasirkaliki;-
6,7914E+17;RT @infobdg: #suaraBDG via @RikyThemest : parkir liar di jl pasirkaliki ada petugas brjaga pun tdk d tndak lnjuti cc @ridwankamil https://t…;k;;;k;Perhubungan;parkir sembarangan;Jalan Pasirkaliki;-
6,79141E+17;Suka pengen ngegambar 'cantik' di mobil yang parkir sembarangan #entahmengapa  https://t.co/FeuJbJ7w2s;;;l;l;Bukan Keluhan;-;-;-
6,79141E+17;@infobdg @RikyThemest @ridwankamil seharusnya yg punya usaha harus punya lahan parkir yg memadai;k;;;k;Perhubungan;sarana parkir;-;-
6,79141E+17;@ridwankamil kang jl kebon pines yg di Tangkuban Parahu gak ada Penerangan pisan jadi kalo malem teh scarry, pangmasangkeun lampu jalan nya;k;;;k;Infrastruktur;lampu penerangan jalan umum;Jalan Kebon Pines yang di Tangkuban Parahu ;-
6,79148E+17;@ABramantijo @dbmpkotabdg @ridwankamil @OdedMD @Kec_Astanaanyar Kalo kali, saluran/gorong2 tdk tersumbat, niscaya dampak msm hujan tdk besar;;;l;l;Bukan Keluhan;-;-;-
6,79148E+17;RT @DarwinK07883801: @ABramantijo @dbmpkotabdg @ridwankamil @OdedMD @Kec_Astanaanyar Kalo kali, saluran/gorong2 tdk tersumbat, niscaya damp…;;;l;l;Bukan Keluhan;-;-;-
6,79156E+17;RT @marry_jean #InfoLalin Lampu warna merah di TL Dago-Sulanjana-Diponegoro tidak berfungsi cc @dishub_kotabdg  https://t.co/7g5KUvvdkU;k;;;k;Perhubungan;lampu lalu lintas;TL Dago-Sulanjana-Diponegoro;-
6,79156E+17;@ridwankamil @pjudbmpbdg @DiskominfoBdg mohon perhatian pju di sepanjang jl trs cigadung mati total ,, hatur nuhun https://t.co/e26uJWjT66;k;;;k;Infrastruktur;lampu penerangan jalan umum;sepanjang Jalan Terusan Cigadung;-
6,7916E+17;RT @infobdg: #suaraBDG via @RikyThemest : parkir liar di jl pasirkaliki ada petugas brjaga pun tdk d tndak lnjuti cc @ridwankamil https://t…;k;;;k;Perhubungan;parkir sembarangan;Jalan Pasirkaliki;-
6,7916E+17;@dbmpkotabdg RT @abin190880 : mohon perhatian pju di sepanjang jl trs cigadung mati total ,, hatur nuhun https://t.co/ZqSThLWNrn;k;;;k;Infrastruktur;lampu penerangan jalan umum;sepanjang Jalan Terusan Cigadung;-
6,7916E+17;"Punteun PJU sktr dpn SD bbk sentral&amp;dpn kntor klrhn sukapura pada mati,serta lampunya redup@ridwankamil @dbmpkotabdg @diskamtam @Kec_Kircon";k;;;k;Infrastruktur;lampu penerangan jalan umum;sekitar depan SD Babakan Sentral dan depan Kantor Kelurahan Sukapura;-
6,79163E+17;Udh lapor berkali2 k @pdamtirtawening tpi g ditanggapin.Air ledeng bocor ke jalan di jln.sindang sari 1 antapani. Gmn nih kang @ridwankamil;k;;;k;Pengelolaan Air & Sumber Daya Alam;air ledeng bocor;Jalan Sindang sari 1 Antapani ;-
6,79171E+17;Hati-hati untuk pengendara sepeda motor yg melewati arah cipaganti cc @ridwankamil https://t.co/7y14ltqUI5;;;l;l;Bukan Keluhan;-;-;-
6,79177E+17;"Larangan merokok dalam angkot &amp; aturan wajib sedia tong sampah udah ditarik ya, pak @ridwankamil ? asap rokok supirnya nyesek euy :(";k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";merokok di tempat umum;di dalam angkot;-
6,79182E+17;@ridwankamil @PRFMnews @tmc_restabesbdg d depan tegalega, angkit naek trotoar, polisi tak berbuat apa2,, https://t.co/2k45tjzTnC;k;;;k;Perhubungan;motor naik trotoar;depan Tegallega;-
6,79184E+17;Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 https://t.co/8ZqoK9oyJT;;;l;l;Bukan Keluhan;-;-;-
6,79184E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79184E+17;@pdamtirtawening mhn di cek sgera no.00906610020, air tdk keluar, ini https://t.co/gCeRAktrta.087822294555.;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;-;-
6,79185E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79187E+17;RT @bhaktislam: @ridwankamil @PRFMnews @tmc_restabesbdg d depan tegalega, angkit naek trotoar, polisi tak berbuat apa2,, https://t.co/2k45t…;k;;;k;Perhubungan;motor naik trotoar;depan Tegallega;-
6,79187E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79187E+17;@pdamtirtawening@ridwankamil  00106700466, punten sudah seminggu air PDAM tidak mengalir. Mohon bantuannya segera...;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;-;-
6,79189E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79192E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79198E+17;RT @nadyairfany: @ridwankamil pak cobain deh jam 6pagi lewat cicaheum macetnya ampun ampunan deh... ngga cocok pak ada terminal di lokasi c…;k;;;k;Perhubungan;kemacetan;Cicaheum;06.00
6,79198E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79199E+17;RT @bhaktislam: @ridwankamil @PRFMnews @tmc_restabesbdg d depan tegalega, angkit naek trotoar, polisi tak berbuat apa2,, https://t.co/2k45t…;k;;;k;Perhubungan;motor naik trotoar;depan Tegallega;-
6,79199E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79199E+17;Mohon untuk disidak byk anak di bwh umur nongkrong/merokok/membawa motor di jln purnawarman, depan Bistro Lumiere @PRFMnews @Satpolppbdg;k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";merokok di tempat umum;Jalan Purnawarman ;-
6,79199E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,792E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,792E+17;"RT @YoPs86: Larangan merokok dalam angkot &amp; aturan wajib sedia tong sampah udah ditarik ya, pak @ridwankamil ? asap rokok supirnya nyesek e…";k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";merokok di tempat umum;di dalam angkot;-
6,792E+17;@dishub_kotabdg RT @puspa_zakaria: Lampu merah simpang dago mati,,arus lalin paburisat pa @ridwankamil;k;;;k;Perhubungan;lampu lalu lintas;Simpang Dago;-
6,79201E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79205E+17;"Pa @ridwankamil sya tiap hari ka kampus lewat pasteur :(  @infobandung: Tahun Depan Kendaraan Lewat Pasteur akan Di https://t.co/FxXW22wd6F""";;;l;l;Bukan Keluhan;-;-;-
6,79206E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79206E+17;@yan_tiara @pdamtirtawening @PRFMnews coba saja pakai filter air https://t.co/2EvvaxMMoz Air keruh menjadi air minum. Rp260rb. Terjamin!;;;l;l;Bukan Keluhan;-;-;-
6,79206E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79206E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79209E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79214E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79215E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79215E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79215E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79216E+17;Pak saya mau prewed di taman taman inovasi bapak @ridwankamil Boleh ? apa nanti Jones Follower bapak ga santet saya Pak,,, :(;;;l;l;Bukan Keluhan;-;-;-
6,79216E+17;Pak saya mau prewed di taman taman inovasi bapak @ridwankamil Boleh ? apa nanti Jones Follower bapak ga santet saya Pak,, :(;;;l;l;Bukan Keluhan;-;-;-
6,79217E+17;RT @nadyairfany: @ridwankamil pak cobain deh jam 6pagi lewat cicaheum macetnya ampun ampunan deh... ngga cocok pak ada terminal di lokasi c…;k;;;k;Perhubungan;kemacetan;Cicaheum;06.00
6,79217E+17;Pak saya mau prewed di taman taman inovasi bapak @ridwankamil Boleh ? apa nanti Jones Follower bapak ga santet saya Pak, :(;;;l;l;Bukan Keluhan;-;-;-
6,79219E+17;@pdamtirtawening @ridwankamil  00106700466, punten sudah seminggu air PDAM tidak mengalir. Mohon bantuannya segera...;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;-;-
6,79221E+17;Mirip payung yak? Tapi itu beneran tumbler kok. Hihihihi  https://t.co/L7l3LnRNpN;;;l;l;Bukan Keluhan;-;-;-
6,79222E+17;RT @BDGcleanaction: Mirip payung yak? Tapi itu beneran tumbler kok. Hihihihi  https://t.co/L7l3LnRNpN;;;l;l;Bukan Keluhan;-;-;-
6,79223E+17;@ridwankamil pak adik saya yg sd dapet dana bsm 450rb,tp sama sekolahnya dipotong biaya ntah apa jd dapetnya cuma 140rb.itu boleh pak?;k;;;k;Pendidikan;dana bsm;-;-
6,79224E+17;Nah ! Makanya kalo pintu rel udh mau nutup jgn diterobos !! Kalo msh bandel tanggung sndiri akibatnya ! https://t.co/mivz6qTxt9;;;l;l;Bukan Keluhan;-;-;-
6,79224E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79225E+17;RT @SaveBandungCity: Nah ! Makanya kalo pintu rel udh mau nutup jgn diterobos !! Kalo msh bandel tanggung sndiri akibatnya ! https://t.co/m…;;;l;l;Bukan Keluhan;-;-;-
6,79225E+17;@ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC PJU, pengamanan tiang lampu PJU jl Kopo (RS Imanuel) https://t.co/6jKCf9gqyU;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Kopo (RS. Imanuel);-
6,79226E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC PJU, perbaikan lampu PJU jl Cicukang https://t.co/ZorIlUgo9O;;r;;r;Infrastruktur;lampu penerangan jalan umum;Jalan Cicukang;-
6,79226E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79227E+17;"RT @dnurdin_deden: Punteun PJU sktr dpn SD bbk sentral&amp;dpn kntor klrhn sukapura pada mati,serta lampunya redup@ridwankamil @dbmpkotabdg @di…";k;;;k;Infrastruktur;lampu penerangan jalan umum;sekitar depan SD Babakan Sentral dan depan Kantor Kelurahan Sukapura;-
6,79229E+17;Hatur nhn @dbmpkotabdg atas perbaikn PJU d jl Sasakgantung kel cikawao #kereen https://t.co/eaCFYoMaZb”;;;l;l;Infrastruktur;lampu penerangan jalan umum ;Jalan Sasakgantung Kel. Cikawao ;-
6,79231E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC PJU, perbaikan lampu PJU jl Saripohaci https://t.co/OC1huGBSnq;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Saripohaci;-
6,79231E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC PJU, perbaikan lampu PJU jl Sasak Gantung https://t.co/YGKRKDa…;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Sasak Gantung;-
6,79231E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC PJU, perbaikan lampu PJU jl Cicukang https://t.co/ZorIlUgo9O;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Cicukang;-
6,79231E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC PJU, perbaikan lampu PJU jl Bima https://t.co/jptkI3a0MP;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Bima;-
6,79231E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC PJU, perbaikan lampu PJU jl Tamansari https://t.co/LTkgXfpq66;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Taman sari ;-
6,79231E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC PJU, pengamanan tiang lampu PJU jl Kopo (RS Imanuel) https://t…;;r;;r;Infrastruktur;lampu penerangan jalan umum ;Jalan Kopo;-
6,79232E+17;Semoga membuka mata bagi yg suka melanggar, pdhl intinya kita tinggal taat aturan. Menunggu kereta lewat kan mudah.  https://t.co/mVnJmZlS5T;;;l;l;Bukan Keluhan;-;-;-
6,79233E+17;RT @oktvnmar: Semoga membuka mata bagi yg suka melanggar, pdhl intinya kita tinggal taat aturan. Menunggu kereta lewat kan mudah.  https://…;;;l;l;Bukan Keluhan;-;-;-
6,79233E+17;@pdamtirtawening @ridwankamil  00106700466, punten sudah seminggu air PDAM tidak mengalir. Mohon bantuannya segera...;k;;;k;Pengelolaan Air & Sumber Daya Alam;air tidak mengalir;-;satu minggu 
6,79234E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79234E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79237E+17;Masih berlaku ga kang emil Perda no 11 thn 2005? Kalo masih tolong sosialisasikan @ridwankamil @infobandung @bplh_kotabdg;;;l;l;Bukan Keluhan;-;-;-
6,79238E+17;Pa wali @ridwankamil masih ada angkot stasiun-ledeng yang ugal-ugalan, kan sieun tadi ge tijengkang di angkot;k;;;k;Perhubungan;angkutan umum ugal - ugalan / ngetem;angkot Stasiun-Ledeng;-
6,7924E+17;"RT @MeydaAnnisa: @relawan_bdg @ridwankamil @Satpolppbdg Kumuhnya kaki lima perempatan jl. jakarta - kircon engga bgt &amp; risih ama jablay. to…";k;;;k;"K3 (Ketertiban; Kebersihan; Keindahan)";PKL;perempatan Jalan Jakarta-Kircon;-
6,79241E+17;RT @toekang_sate: Pak @ridwankamil iyeu jalmi anu ngabalaan jalan di kota Bandung,ngabagikeun pamplet tapi di awur2 di jalan. https://t.co/…;;;l;l;"K3 (Ketertiban; Kebersihan; Keindahan)";buang sampah sembarangan;-;-
6,79244E+17;Sktr 1 jm yg lalu, sy jd korban penabrakan dgn sengaja o/ angkot caringin - sdg serang D 1993 CA di daerah bojong, cijerah @ridwankamil;k;;;k;Perhubungan;kecelakaan / pelanggaran lalu lintas;Bojong, Cijerah;-
6,79244E+17;@ridwankamil kang, yg jualan obat jentik nyamuk maksa masih ada aja, anak kosan sekeloa dipaksa lg, padahal udh bilang ga mau;k;;;k;Bidang Lainnya;-;Sekeloa;-
6,79244E+17;Saya yg sdg mengendarai motor ditabrak dari arah belakang 2 kali secara beruntun oleh angkot tsb @tmc_restabesbdg @ridwankamil;k;;;k;Perhubungan;kecelakaan / pelanggaran lalu lintas;-;-
6,79245E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79245E+17;"Setelah menabrak dgn sengaja supir angkot tsb keluar &amp; beberapa kali hendak memukuli saya @tmc_restabesbdg @ridwankamil @infobdg";k;;;k;Perhubungan;kecelakaan / pelanggaran lalu lintas;-;-
6,79246E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Cibeunying, penanganan jln amblas dibelokan jl Pajajaran https…;;r;;r;Infrastruktur;jalan rusak;belokan Jalan Pajajaran ;-
6,79246E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Gedebage, lanjutan pengerukan saluran jl Sukarno Hatta https:/…;;r;;r;Infrastruktur;drainase / gorong - gorong;Jalan Sukarno Hatta;-
6,79246E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Bojonagara, lanjutan pemasangan ubin difabel jl Cicendo https:…;;r;;r;Infrastruktur;pemasangan ubin;Jalan Cicendo;-
6,79246E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Bojonagara, perbaikan jl dr Otten (1) https://t.co/Gcglbbt8fg;;r;;r;Infrastruktur;jalan rusak;Jalan dr. Otten;-
6,79246E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Bojonagara, perbaikan jl dr Otten (2) https://t.co/JSwGT8KnSj;;r;;r;Infrastruktur;jalan rusak;Jalan dr. Otten;-
6,79246E+17;#suaraBDG via @temansotoy: lampu merah di perempatan pelajar pejuang-talagabodas sudah bbrp hari mati cc: @dishub_kotabdg;k;;;k;Perhubungan;lampu lalu lintas;perempatan Jalan Pelajar Pejuang - Talagabodas;beberapa hari 
6,79246E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Bojonagara, lanjutan pngerukan saluran jl Sukawarna Baru https…;;r;;r;Infrastruktur;drainase / gorong - gorong;Jalan Sukawarna Baru;-
6,79246E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Bojonagara,  pengangkutan sendimen jl Sukawarna Baru https://t…;;r;;r;Infrastruktur;pengangkutan sedimen;Jalan Sukawarna Baru;-
6,79246E+17;RT @infobdg: #suaraBDG via @temansotoy: lampu merah di perempatan pelajar pejuang-talagabodas sudah bbrp hari mati cc: @dishub_kotabdg;k;;;k;Perhubungan;lampu lalu lintas;perempatan Jalan Pelajar Pejuang - Talagabodas;beberapa hari 
6,79249E+17;RT @infobdg: #suaraBDG via @temansotoy: lampu merah di perempatan pelajar pejuang-talagabodas sudah bbrp hari mati cc: @dishub_kotabdg;k;;;k;Perhubungan;lampu lalu lintas;perempatan Jalan Pelajar Pejuang - Talagabodas;beberapa hari 
6,79251E+17;Tasyakur Adiwiyata Nasional, Sekolah Berintegritas, Milad ke 28 dan Maulid Nabi @lukman271061 @disdik_bandung https://t.co/dtkRGiEdWM;;;l;l;Bukan Keluhan;-;-;-
6,79252E+17;@ridwankamil pa, kenapa bapak suka herey ajah , bapak kebanyakan piknik yah pa 😁😁;;;l;l;Bukan Keluhan;-;-;-
6,79253E+17;RT @aksirelawanbdg: Knp Mesin Mobil Sering Mati Di Atas Rel KA? *Penting!  🙏@ridwankamil @DiskominfoBdg @ppkadaop2bd @IWGinting @KAI121 htt…;;;l;l;Bukan Keluhan;-;-;-
6,79254E+17;Penasaran, knp ya sepertinya Jl. Pajajaran udah beberapa kali ambles parah. https://t.co/6oqitJePL1;k;;;k;Infrastruktur;jalan rusak;Jalan Pajajaran ;-
6,79255E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Karees, perbaikan jl Ahmad Yani https://t.co/HqyBOLLokj;;r;;r;Infrastruktur;jalan rusak;Jalan Ahmad Yani;-
6,79255E+17;RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 22/12 URC Karees, lanjutan pengerukan saluran jl Sriwijaya https://t.co/…;;r;;r;Infrastruktur;drainase / gorong - gorong;Jalan Sriwijaya;-
6,79258E+17;@ridwankamil cc @diskamtam mhn dipangkas krn menutupi PJU, rawan. Lok: jl sampurna (sbrang kantor kelurahan pasteur) https://t.co/JBinzh37BO;k;;;k;Lingkungan Hidup;pohon menghalangi PJU;Jalan Sampurna sebrang Kantor Kelurahan Pasteur;-
6,79261E+17;Naik angkot di bandung harus nahan2 hati ya kang @ridwankamil. Bener2 nguji iman ngetem nya. Apalagi di area kalapa. Sabar.... 😢😢;k;;;k;Perhubungan;angkutan umum ugal - ugalan / ngetem;di area Kalapa;-
6,79262E+17;@dbmpkotabdg  hatur nuhun dbmp lampu jln merdeka parantos sae indah pisan disarengan ku cai solokan nu ngalir bersih https://t.co/xeA0O2QGmQ;;;l;l;Bukan Keluhan;-;Jalan Merdeka;-
6,79262E+17;RT @sopianpatmawati: @dbmpkotabdg  hatur nuhun dbmp lampu jln merdeka parantos sae indah pisan disarengan ku cai solokan nu ngalir bersih h…;;;l;l;Bukan Keluhan;-;Jalan Merdeka;-
6,79264E+17;Kang @ridwankamil di instagram: Pengumuman: 1. Dilarang masuk ke Teras Cikapundung jln Siliwangi krn belum buka unt… https://t.co/7CX4OV1Of7;;;l;l;Lingkungan Hidup;kondisi taman;-;-
6,79266E+17;tetapi hari ini masih boleh akan terjadi pada hari esok. @Bandung_Dinkes;;;l;l;Bukan Keluhan;-;-;-
6,79266E+17;@ridwankamil pak emil, PJU anu di jl.pahlawan deket kampus LP31 mati wae pak, gelap. Rawan kecelakaan/begal.. Haturnuhun;k;;;k;Infrastruktur;lampu penerangan jalan umum;Jalan Pahlawan dekat Kampus LP3I;-
